Season,TeamID,Name,Years_D1,GP,PTS,PTSDiff,Pct,FG,%FG,FG3,%FG3,FT,%FT,OR,DR,DR/OR,AST,TO,AST/TO,STL,STL/TO,BLK,PF,HomePTS,AwayPTS,NeutralPTS,HomeDiff,AwayDiff,NeutralDiff,HomePct,AwayPct,NeutralPct,HomeFG,AwayFG,NeutralFG,Home%FG,Away%FG,Neutral%FG,HomeFG3,AwayFG3,NeutralFG3,Home%FG3,Away%FG3,Neutral%FG3,HomeFT,AwayFT,NeutralFT,Home%FT,Away%FT,Neutral%FT,HomeOR,AwayOR,NeutralOR,HomeDR,AwayDR,NeutralDR,HomeDR/OR,AwayDR/OR,NeutralDR/OR,HomeAst,AwayAst,NeutralAst,HomeTO,AwayTO,NeutralTO,HomeSTL,AwaySTL,NeutralSTL,HomeSTL/TO,AwaySTL/TO,NeutralSTL/TO,HomeBlk,AwayBlk,NeutralBlk,HomePF,AwayPF,NeutralPF,rank
2007,1455,Wichita St,37.0,30,68.57,3.87,53.33,45.87,35.05,36.46,10.21,70.93,19.69,10.13,23.1,2.28,14.9,12.07,1.23,5.83,0.48,2.87,18.13,58.35,88.22,67.75,3.6,0.13,0.13,58.82,55.56,25.0,48.71,41.42,43.66,21.15,9.38,4.52,36.81,34.15,39.53,5.83,2.72,1.65,69.84,74.21,67.11,10.35,6.85,2.48,4.43,4.33,1.37,11.83,8.07,3.2,2.67,1.86,2.34,12.82,19.33,13.75,10.59,15.22,11.3,7.0,4.0,5.0,0.66,0.26,0.44,2.53,3.56,2.75,14.41,24.33,20.0,78
2008,1206,George Mason,37.0,33,69.88,7.58,69.7,46.95,35.04,35.19,8.76,70.42,21.16,9.97,24.45,2.45,13.24,11.97,1.11,5.58,0.47,3.21,15.48,48.65,142.0,68.71,4.61,2.0,0.97,65.0,83.33,71.43,46.18,50.0,46.26,20.47,7.33,7.24,33.72,43.9,29.81,5.07,2.34,1.34,73.65,69.71,66.29,8.85,7.29,5.03,4.36,3.18,2.42,10.97,8.42,5.06,2.51,2.65,2.09,10.0,25.83,11.71,8.1,25.17,11.7,5.55,7.33,4.1,0.69,0.29,0.35,2.6,5.67,2.86,9.65,32.33,17.71,81
2008,1319,Northern Arizona,37.0,30,71.67,3.1,63.33,48.18,33.77,39.03,9.02,71.59,23.44,8.67,24.9,2.87,15.37,15.3,1.0,6.17,0.4,2.23,20.6,59.28,98.78,64.67,2.13,0.93,0.03,61.11,66.67,66.67,48.29,49.78,42.57,20.42,10.42,2.93,40.94,32.89,46.0,5.67,2.28,1.07,68.82,75.25,69.23,10.88,10.47,2.09,4.23,3.4,1.03,11.5,10.9,2.5,2.72,3.21,2.42,13.44,19.78,13.67,10.89,24.11,15.3,6.5,5.56,6.0,0.6,0.23,0.39,1.83,3.22,1.67,15.61,30.78,20.0,143
2008,1366,Savannah St,17.0,27,57.19,-10.41,37.04,39.75,35.04,36.94,7.97,67.26,21.96,10.78,22.11,2.05,10.19,19.81,0.51,8.26,0.42,3.04,23.85,28.61,130.86,56.5,-10.33,0.19,-0.26,27.78,57.14,50.0,37.64,45.92,38.89,22.47,9.84,2.72,38.39,34.38,34.62,5.25,2.14,0.58,67.02,67.48,66.67,8.16,12.5,1.3,3.37,6.48,0.93,6.89,13.41,1.81,2.04,2.07,1.96,5.44,22.29,10.5,6.94,54.57,14.0,8.56,8.29,5.5,1.23,0.15,0.39,1.72,6.86,1.5,9.11,61.86,23.5,284
2010,1140,BYU,37.0,33,82.61,16.94,84.85,48.2,34.37,41.55,9.83,78.6,21.42,10.18,26.79,2.63,15.79,11.3,1.4,8.55,0.76,3.48,17.36,70.06,100.27,90.5,9.82,5.18,1.94,77.78,90.91,100.0,45.73,49.69,56.13,18.09,11.92,4.37,40.92,41.85,43.66,5.21,3.48,1.14,75.48,80.15,85.32,10.16,7.85,3.41,5.24,4.15,0.79,12.94,11.09,2.76,2.47,2.67,3.5,13.94,18.82,15.75,8.28,15.64,13.0,8.61,8.82,7.5,1.04,0.56,0.58,3.17,4.55,2.0,12.89,23.64,20.25,14
2011,1175,Delaware St,37.0,28,61.0,-5.79,25.0,42.19,36.07,34.07,10.77,72.46,17.1,8.61,16.25,1.89,11.21,10.93,1.03,7.96,0.73,3.79,15.46,26.85,158.86,59.0,-6.14,0.54,-0.18,20.0,42.86,0.0,41.8,43.49,40.38,25.06,9.78,1.23,33.62,35.15,33.33,6.97,3.4,0.41,71.31,72.76,76.92,5.09,11.42,0.59,2.46,5.82,0.32,4.46,11.29,0.5,1.81,1.94,1.56,5.35,28.0,11.0,4.05,30.86,9.0,8.0,8.0,7.0,1.98,0.26,0.78,1.8,9.57,3.0,5.9,42.43,18.0,308
2011,1392,Stony Brook,22.0,31,60.35,-0.65,45.16,38.01,35.06,33.92,11.28,65.17,18.6,11.87,24.23,2.04,9.29,12.32,0.75,5.42,0.44,2.65,17.97,50.63,71.15,68.0,-1.32,-0.23,0.9,37.5,46.15,100.0,37.26,37.52,48.04,17.9,14.54,2.62,32.7,32.97,52.94,5.51,4.81,0.96,62.7,67.31,66.67,8.18,9.35,1.07,5.06,6.16,0.65,10.65,12.19,1.39,2.1,1.98,2.15,7.38,11.31,11.5,10.25,15.15,10.5,5.13,6.0,4.0,0.5,0.4,0.38,2.75,2.38,3.5,14.81,21.54,20.0,238
2012,1153,Cincinnati,37.0,34,68.5,7.32,70.59,41.99,36.58,34.27,10.43,64.09,16.4,13.5,22.71,1.68,12.97,10.59,1.23,8.12,0.77,4.59,15.15,67.55,71.91,62.33,5.97,1.38,-0.03,75.0,63.64,66.67,42.57,41.19,41.01,21.9,11.55,3.13,34.32,36.03,26.32,5.97,3.82,0.64,65.27,63.73,56.52,10.0,5.28,1.12,7.47,4.85,1.18,13.41,7.38,1.91,1.8,1.52,1.63,12.9,13.45,11.67,10.05,11.27,11.7,7.85,8.09,10.0,0.78,0.72,0.86,5.35,3.27,4.33,13.6,18.27,14.0,34
2012,1159,Colgate,37.0,30,63.1,-10.53,26.67,43.08,34.87,38.45,10.46,68.93,19.81,8.33,24.33,2.92,12.1,14.63,0.83,3.7,0.25,2.27,19.07,43.42,97.09,,-7.87,-2.67,0.0,26.32,27.27,,42.8,43.6,,22.45,12.41,0.0,38.69,37.99,,6.87,3.59,0.0,70.14,67.67,,10.3,9.51,0.0,3.7,4.63,0.0,11.0,13.33,0.0,2.97,2.88,,8.26,18.73,,9.53,23.45,,3.58,3.91,,0.38,0.17,,1.42,3.73,,11.89,31.45,,311
2013,1177,DePaul,37.0,32,71.38,-3.91,34.38,43.41,37.08,29.92,6.79,70.39,19.05,11.97,22.25,1.86,13.75,14.28,0.96,8.28,0.58,4.16,19.13,82.0,62.43,60.0,-0.34,-2.28,-1.28,46.67,28.57,0.0,44.71,43.25,36.9,18.52,15.85,2.71,32.27,30.52,16.67,3.55,2.85,0.39,70.1,70.25,72.31,9.54,7.44,2.06,6.28,4.78,0.91,11.63,8.41,2.22,1.85,1.76,2.45,16.13,12.0,10.0,15.87,12.57,14.3,8.0,8.86,7.0,0.5,0.7,0.49,4.53,3.64,4.67,20.0,18.57,17.33,187
2013,1346,Quinnipiac,23.0,31,71.77,0.16,48.39,42.79,35.46,33.5,6.16,67.28,22.92,15.94,26.19,1.64,12.55,13.94,0.9,4.13,0.3,3.71,19.65,59.19,86.58,79.67,0.65,0.03,-0.52,50.0,50.0,33.33,45.04,39.47,44.0,19.37,12.63,3.46,34.91,29.29,40.54,3.64,1.84,0.67,60.12,71.76,76.09,8.81,10.97,3.15,7.68,7.13,1.13,11.65,11.94,2.61,1.52,1.67,2.31,13.13,12.42,10.0,11.56,15.92,18.7,3.56,5.17,3.0,0.31,0.32,0.16,3.75,3.83,3.0,14.81,24.92,24.33,205
2014,1113,Arizona St,37.0,32,75.03,6.16,65.63,45.04,33.69,38.63,10.83,69.36,21.78,8.44,27.19,3.22,14.19,11.47,1.24,5.16,0.45,5.66,19.28,58.04,162.2,63.75,5.63,1.47,-0.94,69.57,80.0,25.0,45.31,45.54,42.72,24.16,5.75,3.79,40.16,34.09,34.48,8.33,1.25,1.25,70.0,68.44,69.35,11.95,8.04,1.79,4.47,3.03,0.94,15.38,9.16,2.66,3.44,3.02,2.83,12.0,26.0,12.0,8.3,27.6,9.5,5.26,6.0,3.5,0.63,0.22,0.37,5.17,10.2,2.75,13.48,48.8,15.75,42
2014,1443,WKU,37.0,31,67.52,-0.13,61.29,40.96,33.44,33.48,10.85,65.08,22.26,12.55,24.03,1.92,11.0,13.58,0.81,4.84,0.36,2.32,19.23,59.58,80.82,72.0,-0.42,0.32,-0.03,63.16,63.64,0.0,40.46,40.87,53.19,20.07,12.18,1.19,31.8,35.46,46.67,6.26,4.25,0.33,66.26,64.26,55.56,13.04,8.5,0.72,6.55,5.74,0.26,12.48,10.94,0.61,1.91,1.9,2.38,9.68,13.18,12.0,11.0,17.82,16.0,4.74,4.91,6.0,0.43,0.28,0.38,2.0,3.0,1.0,15.32,26.18,17.0,157
2015,1319,Northern Arizona,37.0,32,67.97,0.38,56.25,40.27,33.38,35.5,10.3,74.48,22.94,12.78,24.44,1.91,12.19,11.88,1.03,4.78,0.4,3.91,19.06,40.95,143.25,56.33,-1.34,1.44,0.28,47.62,75.0,66.67,38.68,44.96,38.67,21.29,9.43,2.67,34.2,39.1,35.19,6.62,2.8,0.87,76.47,73.27,70.83,10.16,11.22,1.56,5.22,6.63,0.94,9.78,12.28,2.38,1.87,1.85,2.53,7.1,27.0,8.33,6.76,25.75,10.7,5.29,3.5,4.7,0.78,0.14,0.44,2.95,5.88,5.33,10.33,42.88,16.67,191
2016,1164,Coppin St,36.0,29,71.31,-9.69,24.14,37.91,33.12,33.43,10.93,70.13,22.82,12.83,24.28,1.89,11.24,13.03,0.86,5.45,0.42,2.97,21.59,42.35,117.0,89.0,-8.34,-1.24,-0.1,17.65,30.0,50.0,37.52,37.58,42.64,19.34,11.12,2.66,35.03,30.43,34.62,6.67,3.38,0.87,75.34,67.37,68.49,8.12,12.28,2.42,4.31,7.59,0.93,8.62,13.79,1.86,2.0,1.82,2.0,6.71,18.4,14.0,7.76,22.6,10.0,4.94,6.6,4.0,0.64,0.29,0.4,2.24,3.9,4.5,12.88,35.8,24.5,327
2016,1343,Princeton,36.0,27,78.26,9.41,77.78,46.43,34.78,38.64,12.07,71.19,18.36,9.63,26.52,2.75,14.67,11.48,1.28,7.11,0.62,3.56,17.37,58.12,118.22,61.0,5.0,5.19,-0.78,70.59,100.0,0.0,46.73,46.46,40.38,22.01,11.78,0.99,39.09,36.99,45.83,7.71,3.83,0.52,66.4,76.53,53.33,7.95,10.03,0.38,4.22,5.19,0.22,12.04,13.78,0.7,2.85,2.66,3.17,11.65,20.44,14.0,8.12,18.0,10.0,7.0,7.0,10.0,0.86,0.39,1.0,2.53,5.44,4.0,12.0,27.67,16.0,71
2016,1412,UAB,37.0,31,77.77,7.35,80.65,47.34,36.13,36.78,9.58,70.99,18.17,11.23,26.58,2.37,18.19,12.45,1.46,6.32,0.51,5.87,17.94,67.83,97.8,70.67,5.77,2.55,-0.97,83.33,100.0,0.0,48.03,48.04,41.18,21.24,11.7,3.19,37.03,40.69,25.93,5.27,3.44,0.87,74.79,66.35,64.91,10.83,5.81,1.53,5.71,4.52,1.0,13.39,11.29,1.9,2.34,2.5,1.9,16.61,22.7,12.67,10.17,17.0,11.0,6.0,7.0,6.0,0.59,0.41,0.55,5.56,6.6,5.33,14.17,23.8,21.0,94
2016,1439,Virginia Tech,37.0,33,74.58,2.48,57.58,44.9,33.24,35.7,7.76,69.98,25.76,10.36,24.21,2.34,12.18,12.82,0.95,5.39,0.42,3.42,19.21,73.16,74.67,79.8,3.7,-0.33,-0.88,68.42,44.44,40.0,44.06,45.78,46.44,18.85,8.82,5.57,37.28,34.43,30.67,5.12,1.71,0.93,68.77,69.83,75.0,15.03,6.58,4.14,6.03,2.58,1.76,13.45,7.06,3.7,2.23,2.74,2.1,11.47,13.78,12.0,11.32,15.78,13.2,5.47,6.11,3.8,0.48,0.39,0.29,3.53,2.89,4.0,17.21,21.89,22.0,67
2016,1447,Wagner,37.0,31,70.1,5.97,67.74,42.79,35.94,33.63,8.61,70.67,19.51,13.68,26.13,1.91,13.45,13.32,1.01,6.84,0.51,4.13,21.84,61.56,81.92,,2.23,3.74,0.0,66.67,69.23,,40.21,46.4,,19.65,16.29,0.0,29.14,40.0,,4.37,4.23,0.0,69.14,72.8,,11.14,8.38,0.0,6.84,6.84,0.0,14.23,11.9,0.0,2.08,1.74,,12.11,15.31,,12.22,14.85,,7.17,6.38,,0.59,0.43,,4.89,3.08,,19.22,25.46,,188
2017,1141,C Michigan,37.0,30,86.73,-3.13,46.67,42.18,32.24,36.44,14.57,79.1,20.95,10.73,26.4,2.46,11.27,11.43,0.99,5.17,0.45,2.67,19.63,68.24,120.4,79.33,-1.2,-0.87,-1.07,47.06,50.0,33.33,41.9,43.05,40.74,18.1,11.18,2.96,37.35,35.94,32.65,8.57,4.77,1.23,82.14,76.92,75.36,9.72,9.22,2.0,4.43,5.33,0.97,12.1,12.2,2.1,2.73,2.29,2.17,8.76,15.7,10.67,7.76,17.9,10.7,5.53,4.9,4.0,0.71,0.27,0.38,2.71,3.0,1.33,12.82,30.9,20.67,222
2017,1423,UNC Wilmington,37.0,32,83.13,9.03,84.38,47.67,36.2,35.98,11.43,68.91,16.17,11.81,23.13,1.96,15.66,9.78,1.6,6.5,0.66,3.44,19.88,72.79,94.75,84.0,4.38,3.03,1.63,78.57,91.67,83.33,47.4,47.33,49.13,16.47,13.35,6.39,36.2,34.88,37.58,5.38,3.95,2.11,67.71,67.86,72.48,5.68,6.43,4.06,4.0,5.75,2.06,8.69,10.47,3.97,2.17,1.82,1.92,13.29,18.33,15.83,8.07,10.92,11.5,7.43,5.75,5.8,0.92,0.53,0.51,3.57,3.25,3.5,15.86,25.0,19.0,50
2018,1214,Hampton,26.0,30,78.87,0.83,50.0,44.64,35.76,32.55,7.61,77.07,20.88,10.8,27.97,2.59,14.8,12.77,1.16,5.43,0.43,3.3,20.13,48.24,144.5,78.0,-0.37,1.13,0.07,41.18,62.5,60.0,42.78,47.95,46.08,19.91,9.89,5.96,30.63,37.14,32.5,4.31,2.2,1.1,79.52,76.98,71.93,8.37,9.04,3.47,3.97,4.97,1.87,10.27,13.23,4.47,2.59,2.66,2.39,10.47,23.63,15.4,8.53,22.38,11.8,6.06,4.13,5.4,0.71,0.18,0.46,2.41,4.63,4.2,10.94,39.75,20.0,249
2018,1234,Iowa,37.0,33,79.7,1.0,42.42,47.9,35.97,37.5,9.58,69.53,18.48,11.85,26.27,2.22,18.24,13.36,1.37,5.21,0.39,4.06,16.7,66.84,112.14,82.14,1.42,-1.3,0.88,47.37,14.29,57.14,47.03,48.8,49.5,20.76,7.72,7.49,37.44,37.8,37.4,6.01,1.83,1.75,69.21,66.67,72.58,9.32,4.03,5.13,5.24,4.3,2.3,12.27,8.09,5.91,2.34,1.88,2.57,16.84,24.0,16.29,9.05,23.29,15.1,5.37,5.14,4.9,0.59,0.22,0.32,4.0,5.43,2.86,11.63,29.14,18.0,108
2020,1382,St Bonaventure,37.0,30,68.93,1.5,60.0,43.4,36.7,34.13,9.67,73.68,16.92,10.8,25.83,2.39,13.6,11.63,1.17,5.5,0.47,3.3,17.37,61.2,77.17,74.67,0.57,0.0,0.93,53.33,58.33,100.0,43.52,42.37,46.89,18.18,14.51,4.01,33.8,31.93,44.26,4.69,3.68,1.31,72.43,74.87,75.61,8.51,6.91,1.5,4.67,4.97,1.17,11.53,11.93,2.37,2.47,2.4,2.03,13.0,14.25,14.0,10.07,14.08,9.7,5.0,5.75,7.0,0.5,0.41,0.72,2.2,4.5,4.0,15.27,19.58,19.0,122
2003,1202,Furman,37.0,28,64.54,-4.18,39.29,41.71,36.19,32.78,8.69,69.09,18.93,12.68,22.89,1.81,12.71,14.82,0.86,6.93,0.47,2.89,17.46,47.82,101.75,60.0,-2.79,-0.32,-1.07,41.18,37.5,33.33,41.49,42.01,42.14,21.86,10.63,3.71,35.1,29.32,27.27,5.87,2.16,0.66,70.04,67.72,69.39,9.96,7.08,1.88,4.96,6.57,1.14,9.89,10.46,2.54,1.99,1.59,2.22,9.0,20.25,13.67,9.0,27.63,13.7,7.29,6.25,6.7,0.81,0.23,0.49,2.12,4.5,3.0,12.0,30.75,13.0,224
2003,1418,Louisiana,37.0,28,76.04,6.54,67.86,46.73,35.93,32.37,8.92,65.97,19.21,12.89,22.96,1.78,14.82,15.43,0.96,7.96,0.52,3.93,18.79,51.6,119.44,70.0,3.0,3.75,-0.21,60.0,88.89,50.0,48.86,45.61,41.2,20.2,11.23,4.51,33.44,34.03,23.68,5.03,3.05,0.85,62.5,67.2,69.31,6.11,9.82,3.29,4.36,6.39,2.14,7.46,12.21,3.29,1.71,1.91,1.53,10.6,22.33,13.75,10.13,24.11,15.8,9.0,7.22,5.8,0.89,0.3,0.37,3.6,4.78,3.25,11.0,32.11,18.0,70
2004,1185,E Michigan,37.0,25,69.48,-2.84,40.0,45.01,34.77,32.22,6.1,65.89,24.35,11.88,23.28,1.96,12.68,16.96,0.75,7.4,0.44,2.72,20.84,52.86,93.7,60.0,-2.28,0.04,-0.6,35.71,50.0,0.0,43.79,47.72,35.29,19.29,14.45,1.04,27.32,39.06,33.33,2.88,2.88,0.35,66.11,66.22,60.0,9.1,14.22,1.04,4.32,6.92,0.64,9.28,13.36,0.64,2.15,1.93,1.0,11.21,15.3,7.0,11.36,24.5,20.0,8.0,6.1,12.0,0.7,0.25,0.6,2.36,3.1,4.0,14.14,30.1,22.0,218
2004,1204,Ga Southern,37.0,26,78.85,5.73,69.23,42.53,34.73,33.57,9.22,69.04,21.32,14.35,23.69,1.65,16.62,16.19,1.03,10.88,0.67,4.15,22.69,60.31,101.8,82.67,1.81,2.96,0.96,61.54,80.0,66.67,41.62,43.83,42.33,17.32,13.51,3.9,34.33,31.86,35.59,5.02,3.17,1.02,70.18,70.0,63.81,7.8,10.24,3.27,5.04,7.73,1.58,9.0,11.46,3.23,1.79,1.48,2.05,13.92,19.6,18.33,12.38,21.1,16.3,11.31,10.5,10.3,0.91,0.5,0.63,4.0,4.0,5.33,16.62,29.9,25.0,124
2004,1268,Maryland,37.0,30,77.37,5.6,63.33,44.08,36.28,33.48,6.64,62.65,20.81,15.77,25.73,1.63,14.03,15.13,0.93,8.73,0.58,6.77,19.5,73.76,81.88,82.4,6.37,-0.67,-0.1,70.59,50.0,60.0,44.89,41.25,45.78,21.37,8.83,6.07,34.44,27.35,39.73,4.01,1.38,1.25,60.5,61.4,70.63,10.43,6.03,4.35,8.47,4.93,2.37,14.57,6.9,4.27,1.72,1.4,1.8,13.94,13.75,14.8,12.76,20.25,15.0,9.76,6.38,9.0,0.76,0.31,0.6,7.76,5.5,5.4,15.94,26.75,20.0,21
2004,1306,New Hampshire,37.0,30,60.37,-4.63,33.33,41.34,35.45,34.36,9.88,65.91,19.22,11.07,23.53,2.13,11.83,16.47,0.72,6.87,0.42,2.57,16.13,59.62,63.36,49.67,-2.57,-2.33,0.27,23.08,35.71,66.67,40.85,42.24,39.23,16.4,16.23,2.82,32.19,36.25,35.42,4.14,4.8,0.94,66.67,66.14,61.22,8.39,9.17,1.66,4.5,5.83,0.73,9.4,11.37,2.77,2.09,1.95,3.77,12.62,11.57,9.67,13.92,18.57,17.7,6.62,7.21,6.3,0.48,0.39,0.36,2.54,2.57,2.67,15.62,16.86,15.0,282
2004,1457,Winthrop,35.0,26,65.19,0.35,53.85,42.64,35.04,31.7,8.38,69.79,21.53,12.15,21.38,1.76,12.35,14.08,0.88,8.27,0.59,4.35,19.19,53.67,83.22,70.5,-1.0,1.38,-0.04,53.33,55.56,50.0,41.97,43.72,42.86,19.88,12.33,2.83,32.58,30.28,30.95,5.07,2.54,0.77,70.9,66.82,78.05,11.21,8.44,1.89,5.69,5.65,0.81,9.81,10.0,1.58,1.72,1.77,1.95,10.13,15.11,16.5,10.6,19.11,17.5,8.4,7.22,12.0,0.79,0.38,0.69,3.8,5.33,4.0,14.53,25.44,26.0,207
2005,1169,CS Northridge,31.0,30,71.67,4.17,56.67,45.0,34.74,33.94,7.77,71.28,22.74,11.93,20.73,1.74,13.8,16.2,0.85,10.87,0.67,2.53,21.1,42.94,125.44,72.75,0.6,2.43,1.13,47.06,77.78,50.0,45.01,47.52,40.0,20.14,10.23,4.37,34.85,32.28,32.76,4.98,1.91,0.88,67.53,70.34,83.17,7.26,11.58,3.91,4.1,6.13,1.7,7.27,10.5,2.97,1.77,1.71,1.75,10.0,23.22,8.75,8.71,30.78,15.3,11.0,10.33,11.5,1.26,0.34,0.75,1.53,3.89,3.75,10.29,40.33,23.75,132
2007,1197,Florida A&M,37.0,31,68.97,-1.39,58.06,44.8,34.28,36.22,8.42,65.86,23.01,12.61,23.71,1.88,13.42,17.55,0.76,6.65,0.38,1.71,18.0,46.82,120.13,63.5,-1.97,0.94,-0.35,47.06,75.0,66.67,46.47,45.07,39.81,19.69,8.56,6.03,38.63,36.07,29.59,5.0,2.06,1.36,67.27,61.74,74.02,8.65,9.96,4.4,3.9,6.26,2.45,8.58,10.77,4.35,2.2,1.72,1.78,8.94,23.5,12.67,10.06,36.38,13.7,7.12,5.75,6.5,0.71,0.16,0.48,1.24,3.0,1.33,10.24,35.25,17.0,210
2008,1214,Hampton,26.0,30,65.17,2.53,60.0,40.74,33.96,31.46,8.9,60.08,23.17,14.53,23.07,1.59,11.07,17.0,0.65,8.5,0.5,4.0,19.33,43.05,126.14,70.33,0.4,0.47,1.67,55.0,71.43,66.67,41.56,37.6,42.24,23.43,7.06,3.48,30.71,30.33,38.1,5.78,1.89,1.23,60.0,61.09,56.67,10.28,10.28,2.61,6.23,6.73,1.57,10.2,10.43,2.43,1.64,1.55,1.55,8.85,17.43,11.0,11.05,34.57,15.7,8.8,6.57,11.0,0.8,0.19,0.7,2.15,9.43,3.67,11.6,40.43,21.67,189
2008,1311,Nicholls St,37.0,30,63.83,-6.47,30.0,40.3,33.84,33.43,12.58,66.43,19.74,10.57,20.9,1.98,13.0,17.63,0.74,8.2,0.47,1.97,20.53,34.7,138.13,58.0,-5.57,0.07,-0.97,25.0,37.5,50.0,40.67,39.21,41.05,22.98,8.83,2.04,33.33,34.33,29.73,8.41,3.6,0.57,69.05,64.38,69.23,7.57,10.76,1.41,3.7,6.33,0.53,7.2,12.23,1.47,1.95,1.93,2.75,6.7,29.25,11.0,8.2,39.63,24.0,8.4,8.13,6.5,1.02,0.21,0.27,0.8,4.88,2.0,10.6,45.88,18.5,249
2008,1342,Presbyterian,14.0,27,55.56,-12.81,7.41,40.78,34.93,35.96,15.8,65.55,14.33,7.93,17.56,2.21,11.85,15.26,0.78,6.41,0.42,1.33,15.93,4.56,,74.0,-12.3,0.0,-0.52,8.0,,0.0,40.41,,45.1,31.87,0.0,3.07,35.04,,46.3,14.13,0.0,1.67,64.58,63.75,77.5,2.07,10.2,2.07,0.81,6.41,0.7,1.63,14.48,1.44,2.0,2.26,2.05,0.8,,14.5,1.2,,16.0,6.52,,5.0,5.43,0.0,0.31,0.12,,2.5,1.4,,20.5,308
2009,1168,CS Fullerton,37.0,31,72.23,-1.84,45.16,43.01,35.02,33.97,11.12,71.28,18.85,11.61,21.65,1.86,12.84,13.13,0.98,6.61,0.5,3.55,18.39,66.0,80.23,67.33,-0.39,-0.52,-0.94,41.67,53.85,33.33,43.84,44.01,39.08,13.35,15.59,6.07,34.48,33.99,32.85,4.47,4.64,2.01,75.78,67.76,70.16,7.55,7.41,3.89,4.23,5.06,2.32,6.84,9.71,5.1,1.62,1.92,2.19,11.67,14.69,11.17,10.67,12.77,18.8,7.42,6.85,4.5,0.7,0.54,0.24,4.42,3.08,2.83,14.83,20.0,22.0,202
2010,1304,Nebraska,37.0,33,66.48,0.76,45.45,44.01,35.0,39.67,9.89,67.43,20.1,9.7,22.7,2.34,14.27,12.61,1.13,6.76,0.54,2.85,18.97,56.86,94.86,69.75,2.88,-1.85,-0.27,54.55,14.29,50.0,44.8,39.2,48.48,23.93,6.7,4.38,39.78,36.84,43.94,6.65,1.91,1.32,65.98,66.49,77.33,11.67,5.79,2.64,6.03,2.61,1.06,12.85,7.15,2.7,2.13,2.74,2.54,12.0,20.57,15.75,9.14,23.29,13.0,7.23,6.43,4.8,0.79,0.28,0.37,3.0,2.86,2.0,13.82,35.14,19.0,109
2010,1332,Oregon,37.0,32,69.91,-0.31,50.0,42.96,35.9,33.94,8.27,71.47,19.94,12.34,21.84,1.77,11.09,12.75,0.87,6.88,0.54,2.94,18.94,75.0,60.92,78.0,2.28,-2.16,-0.44,61.11,33.33,50.0,44.23,41.08,43.18,20.38,12.96,2.55,34.66,30.98,42.86,5.05,2.55,0.67,72.13,67.39,87.1,13.19,5.54,1.21,7.06,4.34,0.94,13.63,6.97,1.25,1.93,1.6,1.33,12.67,9.0,9.5,13.61,11.42,13.0,7.39,6.25,6.0,0.54,0.55,0.46,3.22,2.67,2.0,20.11,17.17,19.0,120
2010,1425,USC,37.0,30,59.63,2.47,53.33,42.68,37.0,29.72,5.98,65.09,20.01,11.03,23.87,2.16,9.4,14.47,0.65,5.7,0.39,4.4,17.7,48.55,90.86,60.67,1.9,-0.3,0.87,55.0,28.57,100.0,43.28,39.89,45.45,25.21,8.16,3.63,29.2,30.34,33.33,4.08,1.51,0.39,64.76,68.06,60.81,12.02,5.48,2.52,5.9,4.5,0.63,13.63,7.77,2.47,2.31,1.73,3.89,8.2,13.86,7.0,12.45,21.71,11.0,5.85,5.71,4.7,0.47,0.26,0.42,4.35,5.43,2.33,13.15,30.86,17.33,88
2011,1237,IUPUI,23.0,31,70.26,1.23,54.84,46.56,36.0,34.98,8.45,78.31,19.56,10.39,20.84,2.01,10.39,11.19,0.93,6.0,0.54,2.45,15.19,43.38,121.78,64.67,-1.81,2.42,0.61,43.75,77.78,50.0,46.23,47.5,46.03,19.15,10.47,6.38,33.22,34.72,40.4,4.32,2.3,1.84,78.05,80.28,72.92,5.88,10.47,3.21,3.29,5.06,2.03,6.0,10.9,3.94,1.82,2.15,1.94,7.25,16.0,10.33,6.06,19.22,12.8,5.38,8.22,4.3,0.89,0.43,0.34,1.38,5.0,1.5,8.31,28.56,13.5,138
2011,1243,Kansas St,37.0,31,72.71,6.58,67.74,43.51,34.21,37.44,9.72,65.13,21.87,14.65,23.13,1.58,14.13,14.97,0.94,6.23,0.42,4.65,20.45,63.75,108.67,65.4,6.94,0.48,-0.84,75.0,83.33,20.0,43.97,43.5,41.67,22.49,6.39,5.32,39.42,38.18,28.87,6.61,1.86,1.24,67.15,65.29,56.73,12.24,7.01,2.62,7.97,4.32,2.35,12.48,7.06,3.58,1.57,1.63,1.52,14.6,15.17,11.0,11.35,25.17,17.2,6.15,6.5,6.2,0.54,0.26,0.36,3.25,9.83,4.0,14.85,37.83,22.0,27
2011,1283,Missouri St,37.0,33,69.18,7.0,75.76,45.32,34.6,37.02,9.68,72.81,21.11,10.58,22.61,2.14,13.15,10.48,1.25,5.0,0.48,3.0,17.3,55.86,107.0,63.5,4.79,1.7,0.52,71.43,87.5,75.0,46.45,47.17,36.32,22.65,8.41,3.55,36.55,43.33,30.12,6.31,2.28,1.1,71.09,75.98,71.28,10.56,7.62,2.93,4.91,3.94,1.73,11.33,8.36,2.91,2.31,2.12,1.68,11.19,20.13,9.5,8.1,17.88,8.3,5.19,4.38,5.3,0.64,0.24,0.64,3.0,3.25,2.5,12.38,30.38,17.0,62
